EpRewMean,loss_pol_surr,EpLenMean,EpisodesSoFar,loss_vf_loss,loss_kl,ev_tdlam_before,TimestepsSoFar,TimeElapsed,EpThisIter,loss_pol_entpen,loss_ent
-1977940.1886874295,-0.006570404,1337.57,5948,9418438000.0,0.0048078955,1.7881393432617188e-07,10656361,2118.4814155101776,44,0.0,7.6306334
-1070347.832865057,-0.007938417,1293.63,6000,5063959000.0,0.006069141,-9.5367431640625e-07,10719511,2132.0258424282074,52,0.0,7.617722
-989404.983124421,-0.0075629735,1310.82,6043,2958347000.0,0.006133814,-2.1457672119140625e-06,10780315,2145.3641629219055,43,0.0,7.616135
-459619.57786857657,-0.0068787355,1196.59,6105,361058300000.0,0.0041520023,4.172325134277344e-07,10847651,2158.645859003067,62,0.0,7.6204114
-2268063.771143401,-0.0066276877,1168.5,6159,10222828000.0,0.0048218765,2.8014183044433594e-06,10910941,2171.912838935852,54,0.0,7.613696
-2194627.3316966603,-0.0068410477,1262.45,6202,153698070000.0,0.0055372245,-0.0001131296157836914,10971417,2185.293256044388,43,0.0,7.607331
-1780182.0006179595,-0.0077421186,1371.05,6241,48662147000.0,0.0053866175,-2.2649765014648438e-06,11027664,2198.860448360443,39,0.0,7.612865
-2410355.276769425,-0.00679041,1380.95,6292,208336930000.0,0.0047385553,-0.00015926361083984375,11094060,2212.1973502635956,51,0.0,7.618153
-1219846.6947865703,-0.0057251095,1182.12,6351,1521066700000.0,0.0049085324,-9.5367431640625e-07,11157037,2225.5763261318207,59,0.0,7.625903
-8118382.584195385,-0.007310812,1067.35,6402,221111370000.0,0.0048059463,-1.3113021850585938e-06,11216228,2239.1768593788147,51,0.0,7.6260333
